,symbol,country,currency,estimateCurrency,exchange,finnhubIndustry,ipo,logo,marketCapitalization,name,phone,shareOutstanding,ticker,weburl,date,epsActual,epsEstimate,hour,quarter,revenueActual,revenueEstimate,year
432,K,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Food Products,1952-01-09,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/K.png,19271.981942999995,Kellanova,12699612000.0,341.88,K,https://www.kelloggcompany.com/,2024-08-01,,0.9206,amc,2,,3221317885.0,2024
433,LEG,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,1979-06-25,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/LEG.png,1430.16457,Leggett & Platt Inc,14173588131.0,134.04,LEG,https://leggett.com/,2024-10-28,,0.3283,amc,3,,1141860550.0,2024
434,LEG,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,1979-06-25,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/LEG.png,1430.16457,Leggett & Platt Inc,14173588131.0,134.04,LEG,https://leggett.com/,2024-07-29,,0.3005,amc,2,,1145669260.0,2024
435,LEN,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,1972-07-27,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/LEN.png,38870.174895,Lennar Corp,13055594000.0,278.15,LEN,https://www.lennar.com/,2024-09-12,,3.6814,amc,3,,9280089403.0,2024
436,LH,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,1991-04-24,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950872209396.png,16803.934634,Labcorp Holdings Inc,13362291127.0,84.29,LH,https://www.labcorp.com/,2024-10-24,,3.8465,amc,3,,3326100122.0,2024
437,LH,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,1991-04-24,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950872209396.png,16803.934634,Labcorp Holdings Inc,13362291127.0,84.29,LH,https://www.labcorp.com/,2024-08-01,,3.9073,,2,,3286484231.0,2024
438,LH,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,1991-04-24,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950872209396.png,16803.934634,Labcorp Holdings Inc,13362291127.0,84.29,LH,https://www.labcorp.com/,2024-08-01,,3.9123,amc,2,,3288140070.0,2024
439,LKQ,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Distributors,2003-10-03,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/LKQ.png,11004.503746,LKQ Corp,13126211950.0,266.78,LKQ,https://www.lkqcorp.com/,2024-10-24,,1.1038,amc,3,,3909843895.0,2024
440,LKQ,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Distributors,2003-10-03,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/LKQ.png,11004.503746,LKQ Corp,13126211950.0,266.78,LKQ,https://www.lkqcorp.com/,2024-07-25,,1.0451,amc,2,,3910159308.0,2024
441,LLY,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Pharmaceuticals,1970-07-09,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/LLY.png,886253.0313109999,Eli Lilly and Co,13172762000.0,950.41,LLY,https://www.lilly.com/,2024-10-30,,3.847,amc,3,,11449796946.0,2024
442,LLY,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Pharmaceuticals,1970-07-09,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/LLY.png,886253.0313109999,Eli Lilly and Co,13172762000.0,950.41,LLY,https://www.lilly.com/,2024-08-08,,2.7742,amc,2,,10069130572.0,2024
443,LMT,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Aerospace & Defense,1961-10-11,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/LMT.png,110443.523313,Lockheed Martin Corp,13018976000.0,239.94,LMT,https://www.lockheedmartin.com/,2024-10-15,,6.4728,amc,3,,17488112569.0,2024
444,LMT,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Aerospace & Defense,1961-10-11,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/LMT.png,110443.523313,Lockheed Martin Corp,13018976000.0,239.94,LMT,https://www.lockheedmartin.com/,2024-07-23,,6.5205,amc,2,,17186745800.0,2024
445,LNC,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,1969-08-20,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/LNC.png,5235.125626,Lincoln National Corp,14845831475.0,170.03,LNC,https://www.lincolnfinancial.com/public/individuals,2024-10-30,,1.7694,amc,3,,4743976464.0,2024
446,LNC,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,1969-08-20,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/LNC.png,5235.125626,Lincoln National Corp,14845831475.0,170.03,LNC,https://www.lincolnfinancial.com/public/individuals,2024-08-01,,1.8521,amc,2,,4704753518.0,2024
447,LNT,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Utilities,1976-03-30,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/LNT.png,13247.103924,Alliant Energy Corp,16084583311.0,256.38,LNT,https://www.alliantenergy.com/,2024-10-31,,1.1312,amc,3,,840703800.0,2024
448,LNT,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Utilities,1976-03-30,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/LNT.png,13247.103924,Alliant Energy Corp,16084583311.0,256.38,LNT,https://www.alliantenergy.com/,2024-08-01,,0.6818,amc,2,,865943700.0,2024
449,LOW,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Retail,1979-12-19,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/LOW.png,123272.464162,Lowe's Companies Inc,17047581000.0,569.84,LOW,https://www.lowes.com/,2024-08-20,,4.0315,amc,2,,24253184459.0,2025
450,LRCX,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,1984-05-11,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/LRCX.png,145455.90294599996,Lam Research Corp,15106590200.0,130.74,LRCX,https://www.lamresearch.com/,2024-10-16,,8.1557,amc,1,,4101848553.0,2025
451,LRCX,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,1984-05-11,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/LRCX.png,145455.90294599996,Lam Research Corp,15106590200.0,130.74,LRCX,https://www.lamresearch.com/,2024-07-24,,7.7291,amc,4,,3898991769.0,2024
452,LUV,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Airlines,1977-06-27,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/LUV.png,16439.597471,Southwest Airlines Co,12147924000.0,598.46,LUV,https://www.southwest.com/,2024-10-24,,0.3701,amc,3,,7068418521.0,2024
453,LUV,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Airlines,1977-06-27,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/LUV.png,16439.597471,Southwest Airlines Co,12147924000.0,598.46,LUV,https://www.southwest.com/,2024-07-25,,0.5661,amc,2,,7505826291.0,2024
454,LYB,GB,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,2010-04-28,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/LYB.png,30347.993025,LyondellBasell Industries NV,442072202600.0,325.62,LYB,https://www.lyondellbasell.com/,2024-10-25,,2.4962,amc,3,,10952688258.0,2024
455,LYB,GB,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,2010-04-28,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/LYB.png,30347.993025,LyondellBasell Industries NV,442072202600.0,325.62,LYB,https://www.lyondellbasell.com/,2024-08-02,,2.2968,amc,2,,10576440906.0,2024
456,L,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,1959-03-13,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/L.png,16530.192575,Loews Corp,12125212000.0,221.41,L,https://loews.com/,2024-10-28,,,bmo,3,,,2024
457,L,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,1959-03-13,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/L.png,16530.192575,Loews Corp,12125212000.0,221.41,L,https://loews.com/,2024-07-29,,,bmo,2,,,2024
458,MAA,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,1994-01-28,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959045286.png,16251.665492,Mid-America Apartment Communities Inc,19016826600.0,116.83,MAA,https://www.maac.com/,2024-10-23,,1.0971,amc,3,,555798343.0,2024
459,MAA,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,1994-01-28,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959045286.png,16251.665492,Mid-America Apartment Communities Inc,19016826600.0,116.83,MAA,https://www.maac.com/,2024-07-31,,1.0125,amc,2,,550819892.0,2024
460,MAC,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,1994-03-10,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959044586.png,3208.204744,Macerich Co,13103946000.0,215.75,MAC,https://www.macerich.com/,2024-10-29,,-0.0227,bmo,3,,209629711.0,2024
461,MAC,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,1994-03-10,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959044586.png,3208.204744,Macerich Co,13103946000.0,215.75,MAC,https://www.macerich.com/,2024-07-31,,-0.0404,bmo,2,,206247726.0,2024
462,MAR,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,"Hotels, Restaurants & Leisure",1998-03-23,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MAR.png,67841.020598,Marriott International Inc,13013803000.0,285.62,MAR,https://www.marriott.com/,2024-10-31,,2.3979,amc,3,,6451756244.0,2024
463,MAR,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,"Hotels, Restaurants & Leisure",1998-03-23,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MAR.png,67841.020598,Marriott International Inc,13013803000.0,285.62,MAR,https://www.marriott.com/,2024-07-30,,2.4997,amc,2,,6547985600.0,2024
464,MAS,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Building,1969-05-05,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MAS.png,14452.436132,Masco Corp,13132747400.0,220.24,MAS,https://masco.com/,2024-10-24,,1.1296,amc,3,,2043223091.0,2024
465,MAS,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Building,1969-05-05,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MAS.png,14452.436132,Masco Corp,13132747400.0,220.24,MAS,https://masco.com/,2024-07-25,,1.1869,amc,2,,2126809469.0,2024
466,MAT,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Leisure Products,1963-08-12,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MAT.png,5512.482255,Mattel Inc,13102522000.0,344.1,MAT,https://corporate.mattel.com/,2024-10-23,,0.9543,amc,3,,1864586856.0,2024
467,MAT,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Leisure Products,1963-08-12,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MAT.png,5512.482255,Mattel Inc,13102522000.0,344.1,MAT,https://corporate.mattel.com/,2024-07-23,,0.1782,amc,2,,1108035751.0,2024
468,MA,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,2006-05-25,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MA.png,413399.9529140001,Mastercard Inc,19142492000.0,929.62,MA,https://www.mastercard.us/,2024-10-24,,3.8659,amc,3,,7452469879.0,2024
469,MA,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,2006-05-25,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MA.png,413399.9529140001,Mastercard Inc,19142492000.0,929.62,MA,https://www.mastercard.us/,2024-07-25,,3.62,amc,2,,7054309968.0,2024
470,MCD,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.","Hotels, Restaurants & Leisure",1965-04-21,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MCD.png,177237.350555,McDonald's Corp,16306233000.0,720.68,MCD,https://www.mcdonalds.com/,2024-10-28,,3.3603,amc,3,,7041978267.0,2024
471,MCD,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.","Hotels, Restaurants & Leisure",1965-04-21,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MCD.png,177237.350555,McDonald's Corp,16306233000.0,720.68,MCD,https://www.mcdonalds.com/,2024-07-29,,3.1328,amc,2,,6706572245.0,2024
472,MCHP,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,1993-03-19,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MCHP.png,49540.875822,Microchip Technology Inc,14807927200.0,536.89,MCHP,https://www.microchip.com/,2024-10-31,,0.6084,amc,2,,1342158585.0,2025
473,MCHP,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,1993-03-19,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MCHP.png,49540.875822,Microchip Technology Inc,14807927200.0,536.89,MCHP,https://www.microchip.com/,2024-07-30,,0.5305,amc,1,,1266660021.0,2025
474,MCK,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,1994-11-10,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MCK.png,76115.603286,Mckesson Corp,19724464800.0,129.99,MCK,https://www.mckesson.com/,2024-10-30,,7.7549,amc,2,,92446941250.0,2025
475,MCK,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,1994-11-10,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MCK.png,76115.603286,Mckesson Corp,19724464800.0,129.99,MCK,https://www.mckesson.com/,2024-08-07,,7.2995,amc,1,,83756983060.0,2025
476,MCO,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,1998-06-19,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MCO.png,79604.47489,Moody's Corp,12125530300.0,182.6,MCO,https://www.moodys.com/,2024-10-23,,2.4513,amc,3,,1585596111.0,2024
477,MCO,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,1998-06-19,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MCO.png,79604.47489,Moody's Corp,12125530300.0,182.6,MCO,https://www.moodys.com/,2024-07-23,,2.7668,amc,2,,1652979705.0,2024
478,MDLZ,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Food Products,2001-06-13,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MDLZ.png,87510.258868,Mondelez International Inc,18479434000.0,1341.36,MDLZ,https://www.mondelezinternational.com/,2024-10-30,,0.8996,amc,3,,9325967436.0,2024
479,MDLZ,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Food Products,2001-06-13,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MDLZ.png,87510.258868,Mondelez International Inc,18479434000.0,1341.36,MDLZ,https://www.mondelezinternational.com/,2024-07-23,,0.8084,amc,2,,8708538792.0,2024
480,MDT,IE,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,1977-11-21,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MDT.png,98580.89681,Medtronic PLC,1135314381700.0,1282.27,MDT,https://www.medtronic.com/,2024-08-20,,1.2119,amc,1,,7973958160.0,2025
481,MET,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,2000-04-05,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MET.png,49721.747741,MetLife Inc,12125785500.0,711.12,MET,https://www.metlife.com/,2024-10-30,,2.2986,amc,3,,18776459338.0,2024
482,MET,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,2000-04-05,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MET.png,49721.747741,MetLife Inc,12125785500.0,711.12,MET,https://www.metlife.com/,2024-07-31,,2.1708,amc,2,,18393961026.0,2024
483,MGM,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.","Hotels, Restaurants & Leisure",1989-12-13,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MGM.png,13720.383429,MGM Resorts International,17026937120.0,313.68,MGM,https://www.mgmresorts.com/,2024-11-06,,0.6854,amc,3,,4259533478.0,2024
484,MGM,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.","Hotels, Restaurants & Leisure",1989-12-13,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MGM.png,13720.383429,MGM Resorts International,17026937120.0,313.68,MGM,https://www.mgmresorts.com/,2024-07-31,,0.6197,amc,2,,4244918708.0,2024
485,MHK,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,1992-04-01,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MHK.png,7023.66249,Mohawk Industries Inc,16783555814.0,63.86,MHK,https://mohawkind.com/,2024-10-24,,2.7776,amc,3,,2775053153.0,2024
486,MHK,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,1992-04-01,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MHK.png,7023.66249,Mohawk Industries Inc,16783555814.0,63.86,MHK,https://mohawkind.com/,2024-07-25,,2.7778,amc,2,,2861536605.0,2024
487,MKC,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Food Products,1980-03-17,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MKC.png,18834.045241,McCormick & Company Inc,14107717537.0,268.41,MKC,https://www.mccormick.com/,2024-10-01,,0.7182,amc,3,,1689700437.0,2024
488,MLM,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Construction,1994-02-17,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MLM.png,32710.59864,Martin Marietta Materials Inc,19197814550.0,61.64,MLM,https://www.martinmarietta.com/,2024-10-30,,8.1147,amc,3,,2190059255.0,2024
489,MLM,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Construction,1994-02-17,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MLM.png,32710.59864,Martin Marietta Materials Inc,19197814550.0,61.64,MLM,https://www.martinmarietta.com/,2024-07-25,,6.2801,amc,2,,1947174455.0,2024
490,MMC,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,1969-06-04,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MMC.png,104530.17233699998,Marsh & McLennan Companies Inc,12123455000.0,492.72,MMC,https://www.marshmclennan.com/,2024-10-17,,1.6305,amc,3,,5782689552.0,2024
491,MMC,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,1969-06-04,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MMC.png,104530.17233699998,Marsh & McLennan Companies Inc,12123455000.0,492.72,MMC,https://www.marshmclennan.com/,2024-07-18,,2.4269,amc,2,,6365494902.0,2024
492,MMM,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Industrial Conglomerates,1946-01-14,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MMM.png,55164.58606699999,3M Co,16517331474.0,553.36,MMM,https://www.3m.com/,2024-10-22,,1.9825,amc,3,,6125472128.0,2024
493,MMM,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Industrial Conglomerates,1946-01-14,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MMM.png,55164.58606699999,3M Co,16517331474.0,553.36,MMM,https://www.3m.com/,2024-07-26,,1.6921,amc,2,,5925207086.0,2024
494,MNST,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Beverages,1985-12-09,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MNST.png,51878.067125,Monster Beverage Corp,19517396200.0,1041.73,MNST,https://monsterbevcorp.com/,2024-10-31,,0.4663,amc,3,,2061199425.0,2024
495,MNST,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Beverages,1985-12-09,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MNST.png,51878.067125,Monster Beverage Corp,19517396200.0,1041.73,MNST,https://monsterbevcorp.com/,2024-08-01,,0.4663,amc,2,,2062631311.0,2024
496,MOS,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,2004-10-25,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MOS.png,8648.680798,Mosaic Co,18137754200.0,321.39,MOS,https://www.mosaicco.com/,2024-11-05,,0.7627,amc,3,,3396295690.0,2024
497,MOS,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,2004-10-25,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MOS.png,8648.680798,Mosaic Co,18137754200.0,321.39,MOS,https://www.mosaicco.com/,2024-07-29,,0.6528,amc,2,,2890398810.0,2024
498,MO,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Tobacco,1923-03-15,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MO.png,80213.151518,Altria Group Inc,18042742200.0,1717.63,MO,https://www.altria.com/,2024-10-31,,1.3803,amc,3,,5618997882.0,2024
499,MO,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Tobacco,1923-03-15,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MO.png,80213.151518,Altria Group Inc,18042742200.0,1717.63,MO,https://www.altria.com/,2024-07-31,,1.3804,amc,2,,5635455871.0,2024
500,MPC,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,2011-06-23,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MPC.png,57401.680318,Marathon Petroleum Corp,14194222121.0,352.33,MPC,https://www.marathonpetroleum.com/,2024-10-29,,5.5572,amc,3,,35994852104.0,2024
501,MPC,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,2011-06-23,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MPC.png,57401.680318,Marathon Petroleum Corp,14194222121.0,352.33,MPC,https://www.marathonpetroleum.com/,2024-08-06,,5.2825,amc,2,,36116786081.0,2024
502,MRK,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Pharmaceuticals,1941-01-01,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MRK.png,319234.88976,Merck & Co Inc,19087404000.0,2532.81,MRK,https://www.merck.com/,2024-10-31,,2.3601,amc,3,,16829864087.0,2024
503,MRK,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Pharmaceuticals,1941-01-01,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MRK.png,319234.88976,Merck & Co Inc,19087404000.0,2532.81,MRK,https://www.merck.com/,2024-07-30,,2.1616,amc,2,,15956915835.0,2024
504,MRO,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,1965-11-26,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MRO.png,15730.950376999996,Marathon Oil Corp,17136296600.0,559.54,MRO,https://www.marathonoil.com/,2024-10-30,,0.753,amc,3,,1762251393.0,2024
505,MRO,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,1965-11-26,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MRO.png,15730.950376999996,Marathon Oil Corp,17136296600.0,559.54,MRO,https://www.marathonoil.com/,2024-07-31,,0.7226,amc,2,,1722546829.0,2024
506,MSFT,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Technology,1986-03-13,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MSFT.png,3415442.032757,Microsoft Corp,14258828080.0,7432.31,MSFT,https://www.microsoft.com/en-us,2024-10-22,,3.2297,amc,1,,66608223681.0,2025
507,MSFT,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Technology,1986-03-13,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MSFT.png,3415442.032757,Microsoft Corp,14258828080.0,7432.31,MSFT,https://www.microsoft.com/en-us,2024-07-23,,2.9892,amc,4,,65631759301.0,2024
508,MSI,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Communications,1980-03-17,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MSI.png,65167.047655,Motorola Solutions Inc,18475765000.0,166.79,MSI,https://www.motorolasolutions.com,2024-10-31,,3.3492,amc,3,,2741350978.0,2024
509,MSI,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Communications,1980-03-17,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MSI.png,65167.047655,Motorola Solutions Inc,18475765000.0,166.79,MSI,https://www.motorolasolutions.com,2024-08-01,,3.0351,amc,2,,2610603115.0,2024
510,MS,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,1986-03-21,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MS.png,166757.935137,Morgan Stanley,12127614000.0,1635.27,MS,https://www.morganstanley.com/,2024-10-16,,1.6925,amc,3,,14716877930.0,2024
511,MS,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,1986-03-21,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MS.png,166757.935137,Morgan Stanley,12127614000.0,1635.27,MS,https://www.morganstanley.com/,2024-07-16,,1.7162,bmo,2,,14729745060.0,2024
512,MTB,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Banking,1980-03-17,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MTB.png,24996.508418000005,M&T Bank Corp,17168425390.0,166.85,MTB,https://www.mtb.com/,2024-10-17,,3.7218,amc,3,,2337289267.0,2024
513,MTB,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Banking,1980-03-17,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MTB.png,24996.508418000005,M&T Bank Corp,17168425390.0,166.85,MTB,https://www.mtb.com/,2024-07-18,,3.5594,amc,2,,2298060867.0,2024
514,MTD,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Life Sciences Tools & Services,1997-11-14,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MTD.png,27935.437957999995,Mettler-Toledo International Inc,16144384511.0,21.36,MTD,https://www.mt.com/,2024-11-07,,10.4597,amc,3,,968953499.0,2024
515,MTD,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Life Sciences Tools & Services,1997-11-14,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MTD.png,27935.437957999995,Mettler-Toledo International Inc,16144384511.0,21.36,MTD,https://www.mt.com/,2024-08-01,,9.1321,amc,2,,939223947.0,2024
516,MU,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,1984-06-01,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MU.png,145413.464541,Micron Technology Inc,12083684000.0,1107.37,MU,https://www.micron.com/,2024-09-25,,1.0805,amc,4,,7830090312.0,2024
